TOPIK,Username_Posting_Owner,Link_Post_IG,Username_Komentar,Isi_Komentar,Sentimen
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,_vvibowo,Perkuat komnas ham? .pesimis sama pig.gay skrg aja dia menghilang dari line,-1
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,katakantidakpadapenyimpangan,"lu nanyain wakil, wakil itu untuk semua Indonesia atau khusus kota tertentu aja",0
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,feryasyahnata,"Harusnya dewan wajib naik angkutan umum juga, gak usah pake mobil dinas",-1
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,divyarramadhani,"Halo ka, ada beberapa tambahan tuntutan dari aku. Tambahan: • Cabut & audit ulang seluruh tunjangan non esensial anggota DPR/DPRD • wajibkan FIT & PROPER TEST serta Asessment berbasis integritas & pencapaian kepada calon Legislatif • audit dan buka semua proyek strategis nasional yang bermasalah • tingkatkan anggaran untuk pendidikan & riset, serta bidang kesehatan • laporan etika dan integritas badan lembaga eksekutif, legislatif, yudikatif setiap semester ke publik • perluasan akses data dan arsip publik secara digital (sidang dpr, kebijakan anggaran, kinerja aparat) • penguatan perlindungan whistleblower • pengalihan anggaran MBG untuk subsidi bahan pokok makanan",-1
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,jedijeday,"17 + 8 Tuntutan, 45 nya apa kira2?",0
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,olifianabilaa,"Kak, Plis aku masih SMA. Aku ingin negri ini baik2 saja, aku masih ingin berkarya & hidup di negri kita yang tercinta ini. Tolong wakili suara Kami ke Pejabat pemerintah yang katanya terhormat, jangan renggut semua SDA, jangan habisi alam Kami, jangan Gadai negri ini & jangan di rampok semua hasil alam, pajak, apapun, jgn jadi pemimpin yg mengajarkan keburukan terhadap Rakyat. Harta tak di bawa mati, mari kita ciptakan negri yg indah damai jujur & adil bagi seluruh rakyat Indonesia.",-1
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,nitothea,Udah dibantuin itu jabarin tugas dan permasalahannya apa aja. Ga muluk2. Tinggal mau ato enggak mereka tidaklanjuti.,-1
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,iren.2001,🇮🇩🇮🇩🇮🇩🇮🇩❤️❤️❤️,1
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,babyquel_,Pasal 1 ayat 2 UUD 1945 : Kedaulatan berada di tangan rakyat Artinya : rakyatlah yang dianggap sebagai pemilik dan pemegang kekuasaan tertinggi dalam suatu negara.,-1
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,finyandzfa,Mohon dibaca pak @prabowo @gibran_rakabuming @dpr_ri,0
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,mlvn.tan,@dpr_ri @poldametrojaya @prabowo plisss pakkk !!!,0
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,dianvitta21,Gassss,-1
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,whyy.tam,boleh tambah tidak! syarat untuk menjadi anggota legislatif ☺️🤏🏽,-1
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,baeblue_v,@prabowo.gibran2 @prabowo.gibran2,0
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,briariarian69,"Ada yang perlu ditambah setelah kalimat Independensi KPK dan Penguatan UU Tipikor, yaitu MENGHAPUS UU YANG MELEMAHKAN KINERJA KPK",0
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,komarudin.padang,🔥🔥🔥,1
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,nolasfyn,@prabowo @presidenrepublikindonesia @gibran_rakabuming @najwashihab @dpr_ri @republikindonesia,0
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,oohgalih,Denger tuh pak buk @dpr_ri @ketua_dprri @prabowo @gibran_rakabuming @gerindra @official.kpk @komnas.ham @divisihumaspolri @kejaksaan.ri @puspentni @mahkamahkonstitusi,0
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,astrobackk,"اللَّهُمَّ قَوِّ قُلُوبَنَا، وَثَبِّتْ أَقْدَامَنَا، وَسَهِّلْ طَرِيقَ الْحَقِّ لَنَا، وَانْصُرْنَا عَلَى الْقَوْمِ الظَّالِمِينَ Ya Allah, kuatkanlah hati kami, teguhkan langkah kami, mudahkan jalan kebenaran bagi kami, dan tolonglah kami menghadapi kaum yang zalim.",1
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,yes_ivdrck,"اللَّهُمَّ انْصُرْنَا عَلَى الْقَوْمِ الظَّالِمِينَ “Ya Allah, tolonglah kami menghadapi kaum yang zalim.”",0
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,albi93471,Semangat ❤️,-1
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,ekasuryaaltawijaya,@prabowo @puanmaharaniri,0
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,muhdaldiansyah,Satukan suara ✊🏻✊🏻✊🏻,1
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,xiaoli_fangxia,😍😍😍,1
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,heningnay,"Tinggal copy paste aja, kalo gk mau ya brati emang @dpr_ri bukan untuk rakyat. Gaji DPR negara maju aja diibawah UMR + gratis kartu transportaso umum aja atau digaji per rapat aja. Lah di Indo milyaran, Lawak 🙌",-1
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,tianaapsb12_,yuk bisa yuk,0
Tuntutan 17+8,andovidalopez,https://www.instagram.com/p/DOBrslZkjW3/,yudaaaa182,RUU perampasan aset jangan lupa bosskuu,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,angkie.yudistia,English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עברית Bahasa Indonesia Italiano 日本語 한국어 Bahasa Melayu Norsk Nederlands Polski Português (Brasil) Português (Portugal) Русский Svenska ภาษาไทย Filipino Türkçe 中文(简体) 中文(台灣) বাংলা ગુજરાતી हिन्दी Hrvatski Magyar ಕನ್ನಡ മലയാളം मराठी नेपाली ਪੰਜਾਬੀ සිංහල Slovenčina தமிழ் తెలుగు اردو Tiếng Việt 中文(香港) Български Français (Canada) Română Српски Українська,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,angkie.yudistia,"Dear Perindo, Tolong konsistensi dijaga, rqsa percaya kami yang mulai tumbuh tolong dijaga. Jangan silau dengan uang didepan mata sbg sogokan pelancar usaha utk segelintir orang. Tolong kerja yang bener, kami bos kalian! Salam 💙🩷💚",1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,angkie.yudistia,andiyuslimpatawariofficial,0
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,partaiperindo,"Dear Perindo, Tolong konsistensi dijaga, rqsa percaya kami yang mulai tumbuh tolong dijaga. Jangan silau dengan uang didepan mata sbg sogokan pelancar usaha utk segelintir orang. Tolong kerja yang bener, kami bos kalian! Salam 💙🩷💚",1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,partaiperindo,5 others,0
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,partaiperindo,"Merespon 17+8 tuntutan rakyat, kami mengucapkan terima kasih kepada jaringan koalisi masyarakat sipil atas aspirasinya. Semoga kita bisa wujudkan #IndonesiaBerbenah dan membangun budaya politik baru di Indonesia.",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,jeromepolin,"Dear Perindo, Tolong konsistensi dijaga, rqsa percaya kami yang mulai tumbuh tolong dijaga. Jangan silau dengan uang didepan mata sbg sogokan pelancar usaha utk segelintir orang. Tolong kerja yang bener, kami bos kalian! Salam 💙🩷💚",1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,jeromepolin,🔥🔥🔥👏👏👏,1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,salsaer,"Nah ini calon karyawan yang baik, bos suka ❤️ jelas transparan terukur ❤️❤️ lanjutkan kerja bagusnya. Siap2 mengganti yg ga mampu kerja",1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,tmuslich,"Dear Perindo, Tolong konsistensi dijaga, rqsa percaya kami yang mulai tumbuh tolong dijaga. Jangan silau dengan uang didepan mata sbg sogokan pelancar usaha utk segelintir orang. Tolong kerja yang bener, kami bos kalian! Salam 💙🩷💚",1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,itsybitsybratz,"Ok, nice move partai perindo even though this thing is actually a bare minimum, but we appreciate it. I'm gonna stream Partai Perindo Mars after this on spotify",1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,tammy_temong,"Nahhhh appriciate Perindo , gebrakan . Tinggal partai2 besar",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,girls_side_not_side_girls,Jaga kepercayaan rakyat.,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,thecasualceo_,Mentemen mau dong di bantu anggota2 dpr dari perindo itu siapa aja?,1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,_jesse_aarons,"👏 applause. 👏 gini kan enak simple, gak bikin rakyat harus marah dulu baru bertindak.",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,tawanasheldrickk,"Thankyou for stepping in as the first partai to participate and to show your commitment for the brighter future, such a great start @partaiperindo",0
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,nanaalbaar,@pk_sejahtera @gerindra @pdemokrat @amanatnasional ditunggu gerak cepat nya deadline sdh dekat,1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,doniswandana,Ada Bu @herti_munthe_ di barisan anggota DPRD Deli Serdang yang sedang menerima aksi para demonstran 👏👏 @humasdprddeliserdang,1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,rebutanupo,"Kalau semua partai respon nya baik seperti ini @partaiperindo dijamin adem ayem negeri ini,, tapi apa dikata partai lain cuma berani koar koar waktu kampanye doang😌",0
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,heyitsdeboo,Liked by heyitsdeboo and 90.6K others,1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,angkie.yudistia,"@pdiperjuangan @gerindra @golkar.indonesia @official_nasdem @pk_sejahtera @dpp_pkb @pdemokrat @amanatnasional @partaiburuh_ @psi_id @partaigeloraid @partaiummatofficial @dpp.ppp @partaibulanbintang.official @partaibulanbintang.official partai yg anggotanya bermasalah dan tidak, semua dipandang rata. Yg anggotanya bermasalah silahkan berbenah dan ambil komitmen. Yang anggotanya tidak bermasalah silahkan ambil pelajaran dari partai2 lain dan pastikan akan tetap berkomitmen dalam mengedepankan kepentingan masyarakat. Terkhusus @amanatnasional @pdiperjuangan @golkar.indonesia @official_nasdem mohon sekiranya anggota2 yg ""bermasalah"" untuk DIPECAT bukan di nonaktifkan. Karena buat apa dinonaktifkan, tidak bekerja tapi tetap dibayar???????????????????",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,partaiperindo,"@pdiperjuangan @gerindra @golkar.indonesia @official_nasdem @pk_sejahtera @dpp_pkb @pdemokrat @amanatnasional @partaiburuh_ @psi_id @partaigeloraid @partaiummatofficial @dpp.ppp @partaibulanbintang.official @partaibulanbintang.official partai yg anggotanya bermasalah dan tidak, semua dipandang rata. Yg anggotanya bermasalah silahkan berbenah dan ambil komitmen. Yang anggotanya tidak bermasalah silahkan ambil pelajaran dari partai2 lain dan pastikan akan tetap berkomitmen dalam mengedepankan kepentingan masyarakat. Terkhusus @amanatnasional @pdiperjuangan @golkar.indonesia @official_nasdem mohon sekiranya anggota2 yg ""bermasalah"" untuk DIPECAT bukan di nonaktifkan. Karena buat apa dinonaktifkan, tidak bekerja tapi tetap dibayar???????????????????",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,jeromepolin,"@pdiperjuangan @gerindra @golkar.indonesia @official_nasdem @pk_sejahtera @dpp_pkb @pdemokrat @amanatnasional @partaiburuh_ @psi_id @partaigeloraid @partaiummatofficial @dpp.ppp @partaibulanbintang.official @partaibulanbintang.official partai yg anggotanya bermasalah dan tidak, semua dipandang rata. Yg anggotanya bermasalah silahkan berbenah dan ambil komitmen. Yang anggotanya tidak bermasalah silahkan ambil pelajaran dari partai2 lain dan pastikan akan tetap berkomitmen dalam mengedepankan kepentingan masyarakat. Terkhusus @amanatnasional @pdiperjuangan @golkar.indonesia @official_nasdem mohon sekiranya anggota2 yg ""bermasalah"" untuk DIPECAT bukan di nonaktifkan. Karena buat apa dinonaktifkan, tidak bekerja tapi tetap dibayar???????????????????",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,ratu_zahira2017,Ka kami masih sedih dan berat hati gajih DPR masih terbilang sangat besar 65.6 JT/ perbulan itu 😩😓,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,chrisalifen,terima kasih Perindo. tapi sayang skali yang bicara gini adalah partai yang tidak ada di parlemen. karena belum merasakan “nikmatnya” duduk disana. pasti beda cerita,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,noer_khoty,"Semoga menyusul partai lain lainnya di Indonesia agar mereka semua berbenah, jangan cuma partai Perindo doang, PDIP kapan nih @pdiperjuangan",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,anisakml,Simple tapi @amanatnasional ga bisa🤣 @bramastavrl @zul.hasan @putri_zulhas,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,cahyokus,Hal gini aja masak partai2 yg lebih sepuh gak bisa sih?,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,ahmad_munawar1,"Kita apresiasi langkah perindo, tapi bukan berarti kita harus auto jadi konstituen partai tsb, No!!! Semua parpol punya kepentingannya masing-masing. Kita harus tetap pada idealisme kita, mendukung pihak yg benar benar berpihak pada rakyat.",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,oryandriana,P p p p @golkar.indonesia @pdiperjuangan @dpp_pkb @amanatnasional @gerindra @pdemokrat @pk_sejahtera @official_nasdem ditung guy,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,kibarharwin,"CUMA INGIN MENGINGATKAN. Selalu sediakan praduga dalam hidup. Mereka @partaiperindo tidak lolos senayan pada pemilu kemarin, HATI-HATI ATAS NIAT TERSELUBUNG. Jangan mau ditunggangi, tetaplah dari rakyat untuk rakyat!",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,yudainytrisna,"Ok. Semoga terus menerus ya. Jgn skrg doang. Ditunggu partai yg lain, terutama PDI-P yg sampe skrg belum liat reaksinya",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,w.nurnaningsih,Partai-partai yg duduk d Senayan belum ad yg speak up 😢,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,shintaskrr_,"@pdiperjuangan @gerindra @golkar.indonesia @official_nasdem @pk_sejahtera @dpp_pkb @pdemokrat @amanatnasional @partaiburuh_ @psi_id @partaigeloraid @partaiummatofficial @dpp.ppp @partaibulanbintang.official @partaibulanbintang.official partai yg anggotanya bermasalah dan tidak, semua dipandang rata. Yg anggotanya bermasalah silahkan berbenah dan ambil komitmen. Yang anggotanya tidak bermasalah silahkan ambil pelajaran dari partai2 lain dan pastikan akan tetap berkomitmen dalam mengedepankan kepentingan masyarakat. Terkhusus @amanatnasional @pdiperjuangan @golkar.indonesia @official_nasdem mohon sekiranya anggota2 yg ""bermasalah"" untuk DIPECAT bukan di nonaktifkan. Karena buat apa dinonaktifkan, tidak bekerja tapi tetap dibayar???????????????????",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,dinna.puutri,"Bos bos jgn senang dulu, harus tetap kawal sampai ada aksi nyata nya. Pastikan pernyataan dari para karyawan ini bukan hanya omon omon belaka 🔥👏",0
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,zaxilc,Gue berada di barisan rakyat. Gue tidak meng-like ataupun me-repost postingan ini. Pokoknya selalu sisakan ruang untuk 'trust issue' guys. Takutnya hanya memanfaatkan momentum dengan menjilat kepada rakyat namun di akhir meludahi rakyat. Rakyat harus tetap menekan dengan keras!,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,sweethellena,Kalian mulai saja dulu dengan berhenti memakai frekuensi publik untuk kepentingan partai politik dan pemilik media.,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,monaratuliu,Terima kasih ya @partaiperindo atas respon baiknya dan dukungannya untuk #indonesiabebenah 💚🩷,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,yjmnv,Keren 👏🔥,1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,jbddyp,"Ditunggu 9 besar partai pemilu 2024 lainnya: @pdiperjuangan @fraksipartaigerindra @golkar.indonesia @dpp_pkb @pdemokrat @pk_sejahtera @official_nasdem @amanatnasional @dpp.ppp jgn cm omon² muter² gak jelas (yg selama ini, itu cm utk mengelabui & membodohi rakyat)..",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,neubiii_,@pk_sejahtera yok bs yok,1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,shintaangelina_,"nah gini kan enak ga banyak drama, thanks Perindo! masyarakat siap kawal dan pantau terus komitmen dari Perindo, semangat kerjanya! anw ditunggu jg respon dari parpol lain, kali ini kami menagih HASIL bukan sekedar janji 🔥",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,kristinabrevi,"Perindo 😍, @psi_id mana bisa begini.. Sama2 ga punya wakil di Dpr.,",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,surya_al_daffa,Pks kok belm Saya dengar suarnya,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,reni_retnowati_m,Partai lain contoh nih @partaiperindo di tag bos nya keluar dan respon,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,trisnodiharjo,Baru partai ini kah yg merespon 17+8 tuntutan rakyat???,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,helgaabigail21,Partai yang lain @pdiperjuangan dll gimana progress dari tuntutan rakyat 17+8 nih? Udah sampai mana?,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,akirakailani,"Akhirnya ada satu yang gerak! Thank you for stepping up @partaiperindo 🤝🏼 Tapi tolong transparansi & keberlanjutannya tetepa dijaga, jangan sampai itikad baik ini hanya sebagai “status update” aja ya 🙏🏻 The People are still watching 🧐",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,83nurhasanah,Yuk bisa masukkan list parpol baru pengganti parpol2 lama yg gak becus kerjanya gak pro rakyat gak tegas pada kadernya.di tunggu 2029.selalu di inget ya siapa SJ dan dr parpol mana saja yg pernah menyakiti kiata,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,danang_ari.wibowo,"partai"" lain gimana nih tindakan nya?sudah mendekati deadline lo ini.di tunggu laporanya,bos"" sudah menunggu",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,indrisoedirgo,"Terima kasih, @partaiperindo 🩷💙💚 ✊🏻 . Bos pantau. Assalamualaikum @fraksipartaigerindra @amanatnasional @pdiperjuangan",1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,ronitarmizi82,Di tunggu dari partai lainnya juga.,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,riswinty,Yg lain bisa ga? @pdiperjuangan @amanatnasional @official_nasdem @pk_sejahtera @fraksipartaigerindra,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,benuanews_com,"Perindo Cek Besaran Tunjangan Perumahan yang diterima Anggota DPRD Provinsi dan Kabupaten Kota, jika ada yang tidak wajar apa yang harus kamu lakukan, terdengar info DKI Jakarta Lebih besar dari Tunjungan Perumahan DPR RI",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,radityows,"Nice… kalau ada kader yang punya track record korupsi, pecat! Jangan nabung penyakit dan kemarahan rakyat. @partaiperindo",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,ferani__,"pecat atau jatuhkan sanksi kepada kader yg tidak etis itu pada hakikatnya masih untuk kepentingan parpol itu sendiri, bukan semata kepentingan rakyat, Kak. Kami butuh lebih dari itu! Tuntutan thd parpol yg utama adalah legislatif yg independent dari tekanan ketua partai politik!",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,arimbiatmadi,Jika konsisten seperti ini saya pastikan saya pilih perindo.,0
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,brilian17,PDI mana PDI?,0
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,ini.matilda,Respect perindo. Semoga konsisten komit👏,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,abigailimuria,Terima kasih perindo!,1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,cevihere,Keren gercep..,1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,asa_living,"Salut salam hormat. Manusia itu sederhana, mereka ingin didengar sebagai manusia. Kita tau sistem belum dan mungkin ga akan sempurna, tapi kalau korespondensi berjalan beriringan, kita jadi yakin bisa menjadi cermin satu sama lain🥹🙏",1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,anesyaanggun_,Partai Perindo public relationnya bagus.. coba pemerintah belajar jugaa gimana caranya ngomong sama publik yang baik dan menenangkan.. bukannya di panasin terus rakyatnya 🥲,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,rachmaulfa29,Keren banget perindo sangat terstruktur dan informasinya juga jelas banget!! 🩷💚,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,afutami,Deep respect buat @angelatanoesoedibjo dan jajaran Perindo 🫡,0
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,rin.qaireen,"Mau cari muka atau tidak, asalkan mau berpihak pada rakyat,, siap menerima dengan lapang dada. Partai2 yg mendelegasikan anggotanya untuk masuk ke bangku DPR harus paham bahwa mereka bekerja untuk kesejahteraan rakyat Indonesia.",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,mak.ir_mik.ir,"Ini contoh sikap profesional. Ga harus nunggu partainya yg di protes, tp bisa turut ambil pelajaran dari kejadian di partai lainnya. Pdhl gampang banget kan ngambil hati rakyat tanpa harus pake uang. Tunjukin aja profesionalismenya. Utk partai² lainnya mangga dipersilahkan. Mumoung lg momen hangat²nya utk mengambil hati rakyat tanpa pake duit. 👏👏👏",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,msyauqi.al,"boleh juga tanggapan anda sebagai karyawan rakyat, buktikan kalau keberpihakan kalian sekarang ini berasal dari hati nurani bukan hanya sekedar memanfaatkan momentum👍. BRAVO🔥",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,dnnskndr,thanks!,1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,krisnatians,Respect 🔥,1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,mahdinrsbhi.a,gak salah aku jadi bagian dari perindo👏👏,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,triwulandarix,ini yang mamah suka😍👍,1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,_matchalatte_v,"nah gini bagus, lanjutkan👍👍",1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,hasnadiniya,kereeeeen!!! good job perindo👏👍👍,1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,thenesiadeiricci,"Jangan cuma awalan aja manis manis, Ingat posisi kalian karyawan negara 😎 #TetapPantau @partaiperindo",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,albertangky,"Nunggu mereka2 partai non parlemen macam Perindo, psi berani gak bilang kami klo di kasi kepercayaan masuk senanyan akan menggolkan UU yg mandet dan UU yg urgent buat rakyat bangsa dan negara ini klo gagal kami bersedia mundur bikin hitam diatas putih dan bertanda tangan materai dan disaksikan notaris dan saksi",-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,hi_pril44,We appreciate ! Tp jangan cuma sekedar kertas . Lakukan ya👏 . Kita pantau !!,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,aisyaqadarsih,Up Up Up 🔥🔥,1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,uwytp21,Keren...kita tunggu yg lain ..berani tegas gk yh 🤔,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,ricisangels,Terima kasih perindo sdh menjadi partai yg pertama yg mau mendengar dan menerima tuntutan kami semoga partai² lain segera ikut bertindak,-1
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,djarot.satria17,Kader kalian yg sudah menemui masssa demo itu di daerah mana saja? Dokumentasinya mana? Aspirasi apa yg Perindo dapat dari mereka? Tolong elaborasi..!!,0
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,nurulasanuri,Respect,0
Tuntutan 17+8,partaiperindo,https://www.instagram.com/p/DOGgmzmk5uK/,liliksuryani85,Ditunggu aksi nyatanya 👏👏,1
